,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Maceio,20,BR,1536375600,69,-9.67,-35.74,73.4,8.05
377,Serenje,0,ZM,1536378896,60,-13.23,30.22,61.83,9.64
378,Aguimes,20,ES,1536377400,60,27.91,-15.45,71.6,13.87
379,Fairbanks,1,US,1536375480,54,64.84,-147.72,55.94,10.29
380,Tanete,0,ID,1536378897,46,-3.94,119.78,90.18,16.69
381,Turukhansk,0,RU,1536378897,97,65.8,87.96,43.92,11.77
382,Zhezkazgan,0,KZ,1536375600,53,47.8,67.71,51.8,6.71
383,Hamilton,90,CA,1536375600,63,43.26,-79.87,68.0,10.29
384,Margate,40,AU,1536377400,38,-43.03,147.26,60.8,6.93
385,Kenora,90,CA,1536377700,55,49.76,-94.48,62.6,4.7
386,Jatai,48,IN,1536378899,91,28.97,76.18,81.54,5.39
387,Pangnirtung,64,CA,1536378899,87,66.15,-65.72,38.52,3.6
388,Horsham,8,AU,1536378641,90,-36.71,142.2,57.06,12.44
389,Imeni Stepana Razina,0,RU,1536378899,82,54.89,44.3,46.35,2.48
390,Jian,88,IN,1536378900,93,25.65,87.89,81.63,5.95
391,Afsin,0,TR,1536378900,82,38.25,36.91,42.03,2.71
392,Agadir,0,MA,1536377400,87,30.42,-9.58,60.8,2.37
393,Hami,48,CN,1536378901,29,42.84,93.51,71.28,7.18
394,Sibolga,24,ID,1536378901,79,1.74,98.78,78.3,1.14
395,Honningsvag,20,NO,1536378819,94,70.98,25.97,42.84,5.95
396,Mahibadhoo,92,MV,1536378902,99,3.78,72.97,83.97,13.44
397,Alta Floresta,68,BR,1536378902,44,-9.87,-56.08,85.95,4.16
398,Bukama,80,CD,1536378903,58,-9.2,25.85,77.4,1.81
399,Sorong,36,ID,1536378903,100,-0.86,131.25,82.8,7.74
400,Itarema,0,BR,1536378667,84,-2.92,-39.92,77.13,15.79
401,Rovnoye,0,RU,1536378904,84,50.78,46.06,53.55,8.63
402,Anito,44,PH,1536378904,100,12.45,125.29,83.43,4.61
403,Atar,64,MR,1536378905,40,20.52,-13.05,79.74,2.93
404,Sturgeon Falls,1,CA,1536375600,62,46.36,-79.93,51.8,9.17
405,Jequitinhonha,0,BR,1536378905,80,-16.43,-41.0,61.56,3.49
406,Kota Kinabalu,75,MY,1536377400,70,5.98,116.07,91.4,3.36
407,Neryungri,88,RU,1536378906,55,56.66,124.71,30.96,16.24
408,Joshimath,8,IN,1536378906,100,30.57,79.57,36.63,1.14
409,Harper,75,US,1536376500,80,30.3,-99.24,77.0,3.04
410,Bereda,0,ES,1536377400,93,43.27,-7.54,55.4,4.7
411,Lieksa,92,FI,1536378908,97,63.32,30.02,53.19,4.61
412,Kuryk,92,KZ,1536378908,48,43.18,51.68,71.55,22.5
413,Suratgarh,56,IN,1536378908,97,29.32,73.9,77.85,7.74
414,Buin,20,CL,1536375600,62,-33.73,-70.74,53.6,6.93
415,Guangyuan,0,CN,1536378909,58,32.43,105.86,72.18,2.82
416,Porosozero,92,RU,1536378909,98,62.72,32.71,54.45,3.38
417,Paptalaya,80,HN,1536378910,90,15.5,-84.32,76.14,1.92
418,Benicarlo,0,ES,1536378910,100,40.42,0.43,76.23,4.83
419,Corcoran,1,US,1536375360,46,36.1,-119.56,89.96,5.82
420,Atherton,88,GB,1536376800,87,53.52,-2.49,53.6,5.82
421,Hare Bay,20,CA,1536375600,71,48.86,-53.99,50.0,8.05
422,Bilma,20,NE,1536378911,52,18.69,12.92,78.84,4.72
423,Guarapari,75,BR,1536375600,64,-20.67,-40.5,71.6,4.7
424,Half Moon Bay,1,US,1536378000,87,37.46,-122.43,80.96,8.63
425,Liberal,75,US,1536377700,85,37.04,-100.92,66.02,6.17
426,Rieti,0,IT,1536378912,95,42.4,12.86,53.1,2.04
427,Muramvya,20,BI,1536378913,89,-3.27,29.62,55.71,2.59
428,Sol-Iletsk,0,RU,1536378913,75,51.16,55.0,48.96,3.71
429,Mobaye,44,CF,1536378913,97,4.33,21.18,65.97,2.37
430,Banjar,56,ID,1536378914,73,-7.37,108.54,79.02,4.05
431,Anuchino,0,RU,1536378914,64,43.97,133.06,59.58,7.07
432,Quatre Cocos,40,MU,1536375600,68,-20.21,57.76,71.6,12.75
433,San Vicente,75,SV,1536376860,100,13.64,-88.78,78.8,4.7
434,Suntar,80,RU,1536378915,58,62.16,117.65,39.15,4.72
435,Kieta,76,PG,1536378916,97,-6.22,155.63,81.18,4.5
436,Gat,40,SN,1536375600,94,14.69,-16.54,77.0,4.7
437,Key West,90,US,1536377700,77,47.93,-96.78,62.6,8.05
438,Kosino,64,RU,1536378917,86,58.41,51.28,56.25,8.63
439,Praia,0,BR,1536375600,59,-20.25,-43.81,62.6,4.7
440,Fairlie,90,US,1536376500,97,33.31,-95.96,77.0,5.73
441,Kondinskoye,32,RU,1536378918,82,59.65,67.41,53.82,3.15
442,Yumen,0,CN,1536378918,33,40.29,97.04,60.93,8.97
443,Berberati,48,CF,1536378918,99,4.26,15.79,67.05,4.38
444,Mpongwe,24,ZM,1536378919,41,-13.51,28.16,69.84,7.4
445,Narsaq,92,GL,1536375000,93,60.91,-46.05,39.2,3.36
446,Linxia,0,CN,1536378919,77,35.6,103.21,53.46,3.38
447,Barda,44,RU,1536378920,91,56.93,55.59,50.4,2.37
448,Mitchell,0,US,1536378895,51,43.71,-98.03,63.45,10.54
449,Porto Novo,0,BR,1536375600,87,-23.68,-45.44,57.2,3.36
450,Mayumba,92,GA,1536378921,100,-3.44,10.65,72.72,5.39
451,Katangli,0,RU,1536378921,81,51.71,143.23,59.85,16.24
452,Toamasina,40,MG,1536375600,83,-18.17,49.38,75.2,6.93
453,Gdov,64,RU,1536378921,88,58.74,27.82,64.8,5.17
454,Kanepi,76,EE,1536375000,87,57.98,26.76,55.4,3.36
455,Mozarlandia,68,BR,1536378923,45,-14.74,-50.57,74.61,5.39
456,Cabo San Lucas,40,MX,1536374640,78,22.89,-109.91,82.4,8.41
457,Sinnar,92,IN,1536378923,100,19.85,74.0,69.48,6.4
458,Port Moresby,75,PG,1536375600,69,-9.47,147.16,82.4,19.46
459,Balotra,92,IN,1536378924,77,25.83,72.24,78.39,5.95
460,Paramonga,88,PE,1536378924,100,-10.68,-77.82,60.48,10.87
461,Bondoukou,88,CI,1536378924,98,8.04,-2.8,70.11,5.84
462,Ginir,0,ET,1536378925,82,7.14,40.71,56.16,5.28
463,Lesosibirsk,24,RU,1536378925,69,58.22,92.49,53.64,4.38
464,Tadine,48,NC,1536378925,99,-21.55,167.88,69.93,13.0
465,Playas,0,EC,1536378926,94,-2.64,-80.39,69.03,6.51
466,Soledar,80,UA,1536378926,53,48.69,38.06,64.89,11.65
467,Piacabucu,88,BR,1536378926,82,-10.41,-36.43,73.89,10.65
468,Yeppoon,75,AU,1536377400,42,-23.13,150.74,82.4,6.93
469,El Congo,40,SV,1536375000,94,13.91,-89.5,73.4,2.24
470,Kutum,44,SD,1536378928,94,14.2,24.66,62.1,4.61
471,Diamantino,8,BR,1536378928,66,-14.4,-56.44,67.77,3.38
472,Carinhanha,0,BR,1536378928,55,-14.3,-43.77,71.46,11.99
473,Katsuura,75,JP,1536376560,78,33.93,134.5,73.4,10.29
474,Thale,0,DE,1536378929,86,51.75,11.04,46.62,4.05
475,Dicabisagan,64,PH,1536378929,92,17.08,122.42,83.79,4.38
476,Hobyo,8,SO,1536378930,91,5.35,48.53,73.89,16.24
477,Samfya,64,ZM,1536378930,69,-11.37,29.56,64.62,5.61
478,Paamiut,76,GL,1536378930,97,61.99,-49.67,40.23,8.41
479,Aykhal,36,RU,1536378812,74,65.95,111.51,34.2,4.16
480,Praya,40,ID,1536377400,58,-8.71,116.27,84.2,14.99
481,Mayo,40,CA,1536375600,43,63.59,-135.9,55.4,12.75
482,Cabedelo,40,BR,1536375600,88,-6.97,-34.84,71.6,5.82
483,Paray-le-Monial,0,FR,1536377400,100,46.45,4.12,44.6,2.71
484,Fayetteville,75,US,1536377640,96,36.06,-94.16,73.94,5.84
485,Kalmunai,0,LK,1536378933,72,7.42,81.82,82.8,3.38
486,Matagami,92,NG,1536378933,99,9.67,8.4,66.24,3.94
487,Brae,44,GB,1536376800,93,60.4,-1.35,55.4,3.36
488,Arroyo,75,US,1536375240,87,41.39,-78.88,66.92,8.05
489,Tancitaro,48,MX,1536378934,77,19.33,-102.37,73.08,2.04
490,Medvedevo,40,RU,1536375600,87,54.96,60.77,51.8,8.95
491,Anadyr,40,RU,1536375600,63,64.73,177.51,60.8,4.47
492,Batagay-Alyta,76,RU,1536378935,87,67.8,130.41,32.94,3.83
493,Benguela,64,AO,1536378818,100,-12.58,13.4,67.05,4.5
494,Knysna,75,ZA,1536375600,93,-34.04,23.05,46.4,12.75
495,Urucara,20,BR,1536378936,95,-2.54,-57.76,74.88,1.92
496,Makakilo City,90,US,1536378240,76,21.35,-158.09,86.0,11.41
497,Puerto Escondido,40,MX,1536374700,74,15.86,-97.07,82.4,4.61
498,Uniontown,75,US,1536376500,100,39.9,-79.72,71.96,4.5
499,Peace River,75,CA,1536375600,93,56.23,-117.29,51.8,6.93
500,Shache,32,CN,1536378938,53,38.42,77.24,69.12,4.38
501,Calvinia,44,ZA,1536378938,93,-31.47,19.78,37.35,5.5
502,Loralai,8,PK,1536378939,38,30.37,68.6,64.8,2.59
503,Bilibino,0,RU,1536378939,47,68.06,166.44,62.73,4.83
504,Verkhnyaya Inta,92,RU,1536378939,97,65.99,60.32,53.46,7.07
505,Ostroleka,44,PL,1536378940,89,53.09,21.58,54.18,2.93
506,Torres,0,BR,1536378940,95,-29.34,-49.73,55.8,2.48
507,Buala,56,SB,1536378941,90,-8.15,159.59,83.88,4.16
508,Ramon,44,PH,1536378941,91,16.78,121.54,83.16,3.38
509,Wasilla,1,US,1536375360,41,61.58,-149.44,64.94,14.99
510,Dilla,12,ET,1536378942,89,6.41,38.31,47.88,3.6
511,Lubango,0,AO,1536378942,89,-14.92,13.49,53.82,2.15
512,Evensk,36,RU,1536378943,87,61.92,159.24,56.16,2.37
513,Miles City,1,US,1536375180,27,46.41,-105.84,80.96,6.93
514,Duku,92,NG,1536378943,99,11.24,4.91,70.11,3.71
515,Chirongui,0,YT,1536375600,94,-12.93,45.15,71.6,2.24
516,Nizhniy Ufaley,48,RU,1536378944,80,55.91,59.99,51.66,3.71
517,Saint-Joseph,0,FR,1536377400,93,43.56,6.97,69.8,5.82
518,Tiarei,20,PF,1536377400,69,-17.53,-149.33,78.8,13.87
519,Dakar,40,SN,1536375600,88,14.69,-17.45,78.8,20.8
